Level,Date and Time,Source,Event ID,Task Category
Information,30-10-2023 20:11:48,Netwtw08,7017,None,7017 - secure boot (SB) configuration
Information,30-10-2023 20:11:48,Netwtw08,7010,None,7010 - driver enabled (miniport init)
Information,30-10-2023 20:11:48,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,30-10-2023 20:11:48,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,30-10-2023 20:11:48,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 7 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 56
Minimum throttle percentage: 4"
Information,30-10-2023 20:11:48,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 5 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 60
Minimum throttle percentage: 4"
Information,30-10-2023 20:11:48,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 60
Minimum throttle percentage: 4"
Information,30-10-2023 20:11:48,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 60
Minimum throttle percentage: 4"
Information,30-10-2023 20:11:48,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 6 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 56
Minimum throttle percentage: 4"
Information,30-10-2023 20:11:48,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 4 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 56
Minimum throttle percentage: 4"
Information,30-10-2023 20:11:48,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 56
Minimum throttle percentage: 4"
Information,30-10-2023 20:11:48,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2304
Maximum performance percentage: 213
Minimum performance percentage: 17
Minimum throttle percentage: 4"
Information,30-10-2023 20:11:48,Netwtw08,7002,None,7002 - CTDP power limit value (SPLC)
Information,30-10-2023 20:11:48,Netwtw08,7005,None,7005 - SAR value max TX power (WRDS)
Information,30-10-2023 20:11:48,Netwtw08,7036,None,The \Device\NDMP6 service entered the Intel(R) Wireless-AC 9462 state.
Warning,30-10-2023 20:11:47,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WUDFRd failed to load for the device PCI\VEN_8086&DEV_1903&SUBSYS_19411D72&REV_0C\3&11583659&0&20.
Information,30-10-2023 20:11:47,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,30-10-2023 20:11:47,VMnetAdapter,36,None,() Starting up the Adapter Driver for VMware Virtual Networks.
Information,30-10-2023 20:11:47,Microsoft-Windows-Kernel-Power,125,(86),"ACPI thermal zone \_TZ.TZ00 has been enumerated.             
_PSV = 0K             
_TC1 = 0             
_TC2 = 0             
_TSP = 0ms             
_AC0 = 0K             
_AC1 = 0K             
_AC2 = 0K             
_AC3 = 0K             
_AC4 = 0K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 399K             
_HOT = 0K             
minimum throttle = 0             
_CR3 = 0K"
Information,30-10-2023 20:11:47,Microsoft-Windows-Kernel-Power,125,(86),"ACPI thermal zone \_TZ.TZ01 has been enumerated.             
_PSV = 371K             
_TC1 = 0             
_TC2 = 50             
_TSP = 0ms             
_AC0 = 0K             
_AC1 = 0K             
_AC2 = 0K             
_AC3 = 0K             
_AC4 = 0K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 393K             
_HOT = 0K             
minimum throttle = 0             
_CR3 = 0K"
Information,30-10-2023 20:11:47,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1979‎-‎12‎-‎19T21:42:41.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 20:11:46,VfpExt,7036,None,The  service entered the Driver load complete state.
Information,30-10-2023 20:11:46,VfpExt,7036,None,The  service entered the Driver load start state.
Information,30-10-2023 20:11:46,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎1983‎-‎08‎-‎19T08:28:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 20:11:46,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume2) is healthy.  No action is needed.
Information,30-10-2023 20:11:46,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎1973‎-‎06‎-‎11T09:29:02.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 20:11:46,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2086‎-‎08‎-‎04T16:50:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 20:11:46,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2079‎-‎02‎-‎27T03:33:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,30-10-2023 20:11:45,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,30-10-2023 20:11:45,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,30-10-2023 20:11:45,Microsoft-Windows-IsolatedUserMode,3,None,Secure Kernel started with status STATUS_SUCCESS and flags 0.
Warning,30-10-2023 20:11:45,Microsoft-Windows-Hyper-V-Hypervisor,167,None,"The hypervisor did not enable mitigations for side channel vulnerabilities for virtual machines because HyperThreading is enabled. To enable mitigations for virtual machines, disable HyperThreading."
Information,30-10-2023 20:11:45,Microsoft-Windows-Hyper-V-Hypervisor,165,None,"Hypervisor configured mitigations for CVE-2019-11091, CVE-2018-12126, CVE-2018-12127, CVE-2018-12130 for virtual machines.

Processor not affected: true
Processor family not affected: false
Processor supports microarchitectural buffer flush: false
Buffer flush needed: true
"
Information,30-10-2023 20:11:45,Microsoft-Windows-Hyper-V-Hypervisor,156,None,"Hypervisor configured mitigations for CVE-2018-3646 for virtual machines.

Processor not affected: true
Processor family not affected: false
Processor supports cache flush: true
HyperThreading enabled: true
Parent hypervisor applies mitigations: false
Mitigations disabled by bcdedit: false
Mitigations enabled: true
Cache flush needed: false
"
Information,30-10-2023 20:11:45,Microsoft-Windows-Hyper-V-Hypervisor,129,None,"Hypervisor initialized I/O remapping.

Hardware present: true
Hardware enabled: true
Policy: 0x0
Enabled features: 0x43
Internal information: 0x0
Problems: 0x0
Additional information: 0x0"
Information,30-10-2023 20:11:45,Microsoft-Windows-Hyper-V-Hypervisor,2,None,Hypervisor scheduler type is 0x4.
Information,30-10-2023 20:11:45,Microsoft-Windows-Hyper-V-Hypervisor,1,None,Hypervisor successfully started.
Information,30-10-2023 20:11:45,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,30-10-2023 20:11:45,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,30-10-2023 20:11:45,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,30-10-2023 20:11:45,Microsoft-Windows-Kernel-Boot,238,(101),EFI time zone bias: 2047. Daylight flags: 0. Firmware time: ‎2023‎-‎10‎-‎30T20:11:42.000000000Z.
Information,30-10-2023 20:11:45,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,30-10-2023 20:11:45,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,30-10-2023 20:11:45,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,30-10-2023 20:11:45,Microsoft-Windows-Kernel-Boot,153,(62),"Virtualization-based security (policies: VBS Enabled,VSM Required,Boot Chain Signer Soft Enforced) is enabled due to HyperV."
Information,30-10-2023 20:11:45,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2023‎-‎10‎-‎30T14:41:44.500000000Z.
Information,30-10-2023 20:11:37,Microsoft-Windows-Kernel-General,13,(2),The operating system is shutting down at system time ‎2023‎-‎10‎-‎30T14:41:37.595126400Z.
Information,30-10-2023 20:11:37,Microsoft-Windows-Kernel-Power,577,(280),The system has prepared for a system initiated reboot from Active.
Information,30-10-2023 20:11:37,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Action: Power Action Reboot 
Event Code: 0x0 
Reason: Kernel API"
Information,30-10-2023 20:11:33,Microsoft-Windows-WLAN-AutoConfig,4001,None,"WLAN AutoConfig service has successfully stopped.
"
Information,30-10-2023 20:11:52,EventLog,6013,None,The system uptime is 8 seconds.
Information,30-10-2023 20:11:52,EventLog,6005,None,The Event log service was started.
Information,30-10-2023 20:11:52,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 22621  Multiprocessor Free.
Information,30-10-2023 20:11:31,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,30-10-2023 20:11:31,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,30-10-2023 20:11:31,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,30-10-2023 20:11:31,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,30-10-2023 20:11:31,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,30-10-2023 20:11:31,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,30-10-2023 20:11:31,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,30-10-2023 20:11:31,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,30-10-2023 20:11:31,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,30-10-2023 20:11:31,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,30-10-2023 20:11:31,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Information,30-10-2023 20:11:31,EventLog,6006,None,The Event log service was stopped.
Information,30-10-2023 20:11:26,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Information,30-10-2023 20:11:23,Microsoft-Windows-IsolatedUserMode,2,None,Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS.
Information,30-10-2023 20:11:23,User32,1074,None,"The process C:\WINDOWS\uus\AMD64\MoNotificationUx.exe (DESKTOP-SGF9A33) has initiated the restart of computer DESKTOP-SGF9A33 on behalf of user DESKTOP-SGF9A33\chana for the following reason: Operating System: Service pack (Planned)
 Reason Code: 0x80020010
 Shutdown Type: restart
 Comment: "
Information,30-10-2023 20:10:11,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information,30-10-2023 20:10:10,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,"Installation Started: Windows has started installing the following update: 2023-10 Cumulative Update Preview for .NET Framework 3.5 and 4.8.1 for Windows 11, version 22H2 for x64 (KB5031905)"
Information,30-10-2023 20:08:14,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,30-10-2023 19:54:10,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\ImmersiveControlPanel\SystemSettings.exe (process ID:7464) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,30-10-2023 19:54:06,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\ImmersiveControlPanel\SystemSettings.exe (process ID:7464) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,30-10-2023 19:53:56,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\ImmersiveControlPanel\SystemSettings.exe (process ID:7464) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Information,30-10-2023 19:53:46,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\ImmersiveControlPanel\SystemSettings.exe (process ID:7464) reset policy scheme from {381b4222-f694-41f0-9685-ff5bb260df2e} to {381b4222-f694-41f0-9685-ff5bb260df2e}
Warning,30-10-2023 19:53:36,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name t-ring-fallbacks2.msedge.net timed out after none of the configured DNS servers responded. Client PID 3836.
Warning,30-10-2023 19:53:35,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Information,30-10-2023 19:21:01,Microsoft-Windows-Kernel-General,15,(10),Hive \SystemRoot\System32\config\DRIVERS was reorganized with a starting size of 10719232 bytes and an ending size of 8355840 bytes.
Warning,30-10-2023 19:06:13,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Information,30-10-2023 19:05:21,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,30-10-2023 19:02:57,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,30-10-2023 19:02:04,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Warning,30-10-2023 19:01:59,Netwtw08,6062,None,6062 - Lso was triggered
Information,30-10-2023 19:01:57,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information,30-10-2023 19:01:56,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 19:01:56,Microsoft-Windows-IsolatedUserMode,2,None,Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS.
Warning,30-10-2023 19:01:54,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Information,30-10-2023 19:01:54,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\chana\AppData\Local\Packages\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Settings\settings.dat was cleared updating 5 keys and creating 1 modified pages.
Information,30-10-2023 19:01:54,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\chana\AppData\Local\Packages\MicrosoftTeams_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information,30-10-2023 19:01:54,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information,30-10-2023 19:01:53,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 6 to 8.

Reason PolicyChange 

BootId: 57"
Information,30-10-2023 19:01:53,Microsoft-Windows-Kernel-Power,507,(158),"The system is exiting Modern Standby 

Reason: Lid."
Information,30-10-2023 19:01:53,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2023‎-‎10‎-‎30T12:24:05.960449100Z
Wake Time: ‎2023‎-‎10‎-‎30T13:31:53.200480400Z

Wake Source: Unknown"
Information,30-10-2023 19:01:53,Microsoft-Windows-Kernel-Power,506,(157),"The system is entering Modern Standby 

Reason: Sleep, Hibernate, or Shutdown."
Information,30-10-2023 19:01:53,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 5 to 6.

Reason SxTransition 

BootId: 57"
Information,30-10-2023 19:01:53,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,30-10-2023 19:01:53,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,30-10-2023 19:01:53,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,30-10-2023 19:01:53,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\chana\AppData\Local\Packages\MicrosoftTeams_8wekyb3d8bbwe\SystemAppData\Helium\UserClasses.dat was cleared updating 12 keys and creating 1 modified pages.
Information,30-10-2023 19:01:53,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\chana\AppData\Local\Packages\MicrosoftTeams_8wekyb3d8bbwe\SystemAppData\Helium\User.dat was cleared updating 12 keys and creating 2 modified pages.
Information,30-10-2023 19:01:52,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,30-10-2023 19:01:52,Microsoft-Windows-Kernel-Power,105,(100),Power source change.
Warning,30-10-2023 19:01:52,Win32k,701,None,Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)
Warning,30-10-2023 19:01:52,Win32k,701,None,Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)
Information,30-10-2023 19:01:52,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2023‎-‎10‎-‎30T13:31:52.500000000Z from ‎2023‎-‎10‎-‎30T12:24:10.644093700Z.
Time Delta: 4061855 ms

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2023‎-‎10‎-‎30T19:01:52.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information,30-10-2023 17:54:10,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,30-10-2023 17:54:07,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Button or Lid"
Warning,30-10-2023 17:54:06,Win32k,700,None,Power Manager has requested suppression of all input (INPUT_SUPPRESS_REQUEST=1)
Warning,30-10-2023 17:54:06,Win32k,700,None,Power Manager has requested suppression of all input (INPUT_SUPPRESS_REQUEST=1)
Information,30-10-2023 17:54:06,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 4 to 5.

Reason PolicyChange 

BootId: 57"
Information,30-10-2023 17:52:49,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\chana\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 33 keys and creating 4 modified pages.
Warning,30-10-2023 17:52:39,Netwtw08,6062,None,6062 - Lso was triggered
Information,30-10-2023 17:52:11,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:52:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:52:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:52:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:52:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:52:05,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:52:05,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:52:04,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:52:03,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:52:00,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:52:00,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:52:00,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:59,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:58,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:50,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:50,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:49,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:48,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:47,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:46,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:40,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:35,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:35,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:28,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:22,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:22,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:20,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:16,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:16,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:15,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,30-10-2023 17:51:15,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name browser.pipe.aria.microsoft.com timed out after none of the configured DNS servers responded. Client PID 9048.
Information,30-10-2023 17:51:14,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:13,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:12,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:11,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:11,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:10,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:05,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:04,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:51:03,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,30-10-2023 17:50:59,Netwtw08,6062,None,6062 - Lso was triggered
Information,30-10-2023 17:50:46,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,30-10-2023 17:50:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:50:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:50:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:50:43,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:50:27,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:50:27,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:50:26,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,30-10-2023 17:50:11,Netwtw08,6062,None,6062 - Lso was triggered
Information,30-10-2023 17:50:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:50:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:50:08,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:50:07,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:50:04,Netwtw08,7003,None,7003 - Roam Complete
Information,30-10-2023 17:50:04,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:50:04,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:50:04,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:50:03,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:50:02,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:50:02,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,30-10-2023 17:49:54,Netwtw08,6062,None,6062 - Lso was triggered
Information,30-10-2023 17:49:54,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:54,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:48,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:48,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:48,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:47,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 17:49:46,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
